-93.3745624339424:37.4366877829139:0.000257:0:0.544445:0.00094:0:0:0.020935:0.431967:0.001108:0:0:0.000348
-93.3738375660576:37.4366877829139:0.000203:0:0.081087:0.00187:0:0:0.162548:0.753306:0.000531:0:0:0.000455
-93.3731126981727:37.4366877829139:0.000485:0:0.404449:0.002005:0:0:0.012061:0.580431:9.5e-05:0:0:0.000473
-93.3760121697121:37.4361122170861:0.003189:0:0.511307:0.004292:0:1e-06:0.084145:0.39358:0.000347:0:0:0.003139
-93.3752873018273:37.4361122170861:0:0:0.003403:0.00023:0:0:0.000602:0.995696:1e-06:0:0:6.7e-05
-93.3745624339424:37.4361122170861:0:0:0.011272:0.000679:0:0:0.012575:0.975392:3.1e-05:0:0:5.1e-05
-93.3738375660576:37.4361122170861:0:4e-06:0.162113:0.005886:0:0:0.029439:0.802222:6e-06:0:0:0.00033
-93.3731126981727:37.4361122170861:1e-06:1e-06:0.622835:0.001428:0:0:0.000649:0.374397:1e-05:5e-06:0:0.000674
-93.3760121697121:37.4355366512583:0.001506:6e-06:0.235016:0.348752:0:3.5e-05:0.064574:0.316622:0.000383:7e-06:2e-06:0.033097
-93.3752873018273:37.4355366512583:4e-06:5.2e-05:0.573673:0.067462:0:0:0.011577:0.343921:0.0001:1e-06:1e-06:0.003208
-93.3745624339424:37.4355366512583:0:9e-05:0.802981:0.097032:0:0:0.001696:0.097551:2e-06:0:1e-06:0.000647
-93.3738375660576:37.4355366512583:0:2e-06:0.808414:0.002692:0:0:0.000939:0.187849:0:0:0:0.000104
-93.3731126981727:37.4355366512583:0:1e-06:0.908362:0.006502:0:0:0.001345:0.081693:1e-06:2e-06:1e-06:0.002092
-93.1330825279167:37.1065389145695:0.000177:0:0.004979:0.002155:0:2e-06:0.057271:0.934533:5.5e-05:0:0:0.000829
-93.1323608426389:37.1065389145695:0.000273:1e-06:0.034983:0.070072:0:6e-06:0.564119:0.266442:0.000113:0:0:0.06399
-93.1316391573611:37.1065389145695:0.001375:0.000686:0.027062:0.049343:0:4e-06:0.631293:0.256867:0.000476:0:0:0.032894
-93.1309174720833:37.1065389145695:0.000349:1.4e-05:0.09476:0.002133:0:4.2e-05:0.044766:0.855413:0.000225:0:4e-06:0.002295
